0,8990B,,100.9,100.9,101.0,90.1,,,2024-12-19 23:04:15
182,KPH,"Keppel Philippines Holdings, Inc. ''A''",16.46,16.46,25.0,3.27,51.761,0.10 (0.61%),2024-12-19 23:04:15
183,KPHB,"Keppel Philippines Holdings, Inc. ''B''",20.7,20.7,29.0,6.01,86.25,,2024-12-19 23:04:15
184,KPPI,"Kepwealth Property Phils., Inc.",1.5,1.5,2.48,1.19,,,2024-12-19 23:04:15
185,LAND,"City and Land Developers, Inc.",0.69,0.69,0.89,0.65,5.75,0.09 (13.04%),2024-12-19 23:04:15
186,LBC,"LBC Express Holdings, Inc.",11.8,11.8,18.28,10.52,,,2024-12-19 23:04:15
187,LC,Lepanto Consolidated Mining Co. ''A'',0.064,0.065,0.094,0.058,0.804,,2024-12-19 23:04:15
188,LCB,Lepanto Consolidated Mining Co. ''B'',0.068,0.067,0.093,0.059,0.854,,2024-12-19 23:04:15
189,LFM,"Liberty Flour Mills, Inc.",18.8,13.3,19.78,12.0,32.982,0.90 (4.79%),2024-12-19 23:04:15
190,LMG,LMG Corp.,0.218,0.218,0.415,0.12,8.074,,2024-12-19 23:04:15
191,LODE,Lodestar Investment Hldgs Corp.,0.3,0.27,0.465,0.255,,,2024-12-19 23:04:15
192,LOTO,Pacific Online Systems Corporation,2.58,2.51,5.46,2.48,3.604,0.10 (3.88%),2024-12-19 23:04:15
193,LPC,,0.049,0.053,0.116,0.049,,,2024-12-19 23:04:15
194,LPZ,Lopez Holdings Corporation,2.75,2.75,4.5,2.74,2.148,0.10 (3.64%),2024-12-19 23:04:15
195,LSC,Lorenzo Shipping Corporation,0.96,0.96,1.06,0.455,3.692,,2024-12-19 23:04:15
196,LTG,"LT Group, Inc.",10.3,10.5,10.54,8.75,4.813,1.20 (11.65%),2024-12-19 23:04:15
197,MA,Manila Mining Corporation ''A'',0.003,0.003,0.0054,0.0029,150.00,,2024-12-19 23:04:15
198,MAB,Manila Mining Corporation ''B'',0.003,0.003,0.0054,0.003,150.00,,2024-12-19 23:04:15
199,MAC,Macroasia Corporation,5.15,5.1,7.81,3.87,7.254,0.05 (0.97%),2024-12-19 23:04:15
200,MACAY,"Macay Holdings, Inc.",7.52,7.52,8.5,5.1,,,2024-12-19 23:04:15
201,MAH,Metro Alliance Hold'gs and Eqts. ''A'',0.76,0.85,0.97,0.305,,,2024-12-19 23:04:15
202,MAHB,Metro Alliance Hold'gs and Eqts. ''B'',0.85,0.85,1.27,0.39,,,2024-12-19 23:04:15
203,MARC,"Marcventures Holdings, Inc.",0.65,0.67,1.1,0.58,50.00,,2024-12-19 23:04:15
204,MAXS,"Max's Group, Inc.",2.57,2.51,3.62,2.41,,0.19 (7.39%),2024-12-19 23:04:15
205,MB,Manila Bulletin Publishing Corp.,0.2,0.2,0.275,0.172,27.397,,2024-12-19 23:04:15
206,MBC,Manila Broadcasting Company,6.01,6.0,8.99,6.0,,0.30 (4.99%),2024-12-19 23:04:15
207,MBT,Metropolitan Bank and Trust Company,73.3,75.0,82.6,50.5,11.747,2.20 (3.00%),2024-12-19 23:04:15
208,MED,"MEDCO Holdings, Inc.",0.12,0.12,0.244,0.084,,,2024-12-19 23:04:15
209,MEDIC,,0.305,0.305,0.39,0.265,,,2024-12-19 23:04:15
210,MEG,Megaworld Corporation,2.06,2.09,2.36,1.72,3.815,0.07 (3.40%),2024-12-19 23:04:15
211,MER,Manila Electric Company,464.6,479.0,503.5,345.0,22.488,28.07 (6.04%),2024-12-19 23:04:15
212,MFC,Manulife Financial Corporation,1997.0,1780.0,2086.0,1001.0,18.467,1.46 (0.07%),2024-12-19 23:04:15
213,MFIN,Makati Finance Corporation,1.69,1.69,2.41,1.39,,0.01 (0.59%),2024-12-19 23:04:15
214,MG,"Millennium Global Holdings, Inc.",0.089,0.089,0.136,0.076,,,2024-12-19 23:04:15
215,MHC,Mabuhay Holdings Corporation,0.176,0.17,0.215,0.111,23.467,,2024-12-19 23:04:15
216,MJC,"Manila Jockey Club, Inc.",1.27,1.27,2.17,0.97,52.049,0.05 (3.94%),2024-12-19 23:04:15
217,MJIC,MJC Investments Corporation,1.0,1.0,1.45,0.67,500.00,,2024-12-19 23:04:15
218,MM,MerryMart Consumer Corp.,0.57,0.58,1.09,0.56,,,2024-12-19 23:04:15
219,MONDE,,7.08,7.2,11.9,7.02,,,2024-12-19 23:04:15
220,MRC,"MRC Allied, Inc.",0.81,0.86,1.56,0.425,27.00,,2024-12-19 23:04:15
221,MREIT,,13.22,13.28,14.2,11.96,,,2024-12-19 23:04:15
222,MRSGI,"Metro Retail Stores Group, Inc.",1.19,1.2,1.52,1.15,,0.06 (5.04%),2024-12-19 23:04:15
223,MVC,Mabuhay Vinyl Corporation,5.34,5.4,6.54,4.0,9.709,0.10 (1.87%),2024-12-19 23:04:15
224,MWC,"Manila Water Company, Inc.",25.7,26.05,30.2,17.56,11.629,0.62 (2.41%),2024-12-19 23:04:15
225,MWIDE,Megawide Construction Corporation,2.42,2.45,3.44,2.3,8.643,1.00 (41.32%),2024-12-19 23:04:15
226,MWP,Megawide Const. Corp. - Perpetual Pref.,100.7,100.7,102.1,99.5,,,2024-12-19 23:04:15
227,MWP2A,,97.0,97.0,99.8,85.25,,,2024-12-19 23:04:15
228,MWP2B,,97.4,97.4,100.7,87.0,,,2024-12-19 23:04:15
229,MWP4,,97.0,98.0,99.5,85.0,,,2024-12-19 23:04:15
230,MWP5,,103.0,102.9,105.0,98.0,,,2024-12-19 23:04:15
231,NI,"NiHAO Minerals Resources Int'l, Inc.",0.435,0.435,1.22,0.34,14.50,,2024-12-19 23:04:15
232,NIKL,Nickel Asia Corporation,3.0,3.1,5.48,2.92,15.00,0.24 (8.00%),2024-12-19 23:04:15
233,NOW,Now Corporation,0.59,0.6,1.3,0.57,,,2024-12-19 23:04:15
234,NRCP,National Reinsurance Corp. of the Phils.,0.66,0.7,0.92,0.335,8.919,,2024-12-19 23:04:15
235,OGP,,13.84,14.1,16.46,12.28,,,2024-12-19 23:04:15
236,OM,Omico Corporation,0.14,0.14,0.275,0.112,-5.893,,2024-12-19 23:04:15
237,OPM,Oriental Pet. and Minerals Corp. ''A'',0.0068,0.0068,0.0097,0.0068,10.94,0.00 (0.00%),2024-12-19 23:04:15
238,OPMB,Oriental Pet. and Minerals Corp. ''B'',0.0067,0.0068,0.0092,0.0067,9.571,,2024-12-19 23:04:15
239,ORE,"Oriental Peninsula Resources Group, Inc.",0.43,0.43,0.69,0.4,71.667,,2024-12-19 23:04:15
240,OV,The Philodrill Corporation,0.0083,0.0078,0.0098,0.0063,13.833,,2024-12-19 23:04:15
241,PA,"Pacifica Holdings, Inc.",1.38,1.59,1.62,0.7,"-15,333.332",,2024-12-19 23:04:15
242,PAL,PAL Holdings Inc.,4.75,4.75,6.25,4.3,,,2024-12-19 23:04:15
243,PAX,"Paxys, Inc.",1.65,1.47,2.09,1.02,55.00,,2024-12-19 23:04:15
244,PBB,Philippine Business Bank,9.4,9.4,9.89,7.53,5.732,0.70 (7.45%),2024-12-19 23:04:15
245,PBC,Philippine Bank of Communications,15.9,15.9,17.88,14.04,6.598,,2024-12-19 23:04:15
246,PCOR,Petron Corporation,2.38,2.37,3.55,2.33,8.50,0.10 (4.20%),2024-12-19 23:04:15
247,PERC,Petroenergy Resources Corporation,3.5,3.5,5.0,3.45,6.797,0.05 (1.43%),2024-12-19 23:04:15
248,PGOLD,"Puregold Price Club, Inc.",30.2,30.6,34.45,22.55,12.743,2.80 (9.27%),2024-12-19 23:04:15
249,PHA,Premiere Horizon Alliance Corporation,0.179,0.177,0.234,0.16,9.944,,2024-12-19 23:04:15
250,PHES,Phil. Estates Corporation,0.27,0.27,0.4,0.25,22.50,,2024-12-19 23:04:15
251,PHN,Phinma Corporation,18.4,18.48,37.78,17.2,22.169,1.20 (6.52%),2024-12-19 23:04:15
252,PHR,"PH Resorts Group Holdings, Inc.",0.63,0.59,1.09,0.45,,,2024-12-19 23:04:15
253,PIZZA,"Shakey's Pizza Asia Ventures, Inc.",8.02,8.19,10.72,8.02,,0.10 (1.25%),2024-12-19 23:04:15
254,PLUS,,26.3,26.2,26.5,7.09,,,2024-12-19 23:04:15
255,PMPC,Panasonic Manufacturing Phils. Corp.,5.44,5.44,6.2,3.56,4.317,0.26 (4.78%),2024-12-19 23:04:15
256,PNB,Philippine National Bank,26.2,26.0,28.9,18.24,3.716,,2024-12-19 23:04:15
257,PNX,"Phoenix Petroleum Philippines, Inc.",4.17,4.17,7.9,3.42,6.836,,2024-12-19 23:04:15
258,PNX3A,Phoenix Petroleum - Non-Voting Pref. 3A,100.4,100.4,102.5,96.2,,,2024-12-19 23:04:15
259,PNX3B,Phoenix Petroleum - Non-Voting Pref. 3B,24.95,24.95,43.2,20.0,,,2024-12-19 23:04:15
260,PNX4,Phoenix Petroleum - Perpetual Pref. 4,177.9,177.9,460.0,150.0,,,2024-12-19 23:04:15
261,PNXP,Phoenix Petroleum - Perpetual Pref.,100.0,100.0,100.0,100.0,,,2024-12-19 23:04:15
262,PORT,"Globalport 900, Inc.",7.3,7.3,14.48,5.1,,,2024-12-19 23:04:15
263,PPC,Pryce Corporation,10.5,10.8,11.88,5.1,,0.31 (2.95%),2024-12-19 23:04:15
264,PRC,"Philippine Racing Club, Inc.",5.0,5.0,7.5,3.5,8.078,0.08 (1.60%),2024-12-19 23:04:15
265,PREIT,,2.15,2.15,2.4,1.51,,,2024-12-19 23:04:15
266,PRF2A,Petron Corp. - Perpetual Pref. Series 2A,1000.0,1000.0,1028.0,900.0,,,2024-12-19 23:04:15
267,PRF2B,Petron Corp. - Perpetual Pref. Series 2B,1027.0,1027.0,1115.0,1000.0,,,2024-12-19 23:04:15
268,PRF3A,Petron Corp. - Perpetual Pref. Series 3A,1002.0,1002.0,1020.0,960.0,,85.89 (8.57%),2024-12-19 23:04:15
269,PRF3B,Petron Corp. - Perpetual Pref. Series 3B,1000.0,1028.0,1030.0,950.0,,71.38 (7.14%),2024-12-19 23:04:15
270,PRF4A,,950.0,1000.0,1010.0,910.0,,,2024-12-19 23:04:15
271,PRF4B,,980.0,1032.0,1032.0,950.0,,,2024-12-19 23:04:15
272,PRF4C,,1015.0,1015.0,1025.0,920.0,,,2024-12-19 23:04:15
273,PRIM,"Prime Media Holdings, Inc.",1.9,1.66,4.58,1.62,,,2024-12-19 23:04:15
274,PRMX,Primex Corporation,1.49,1.49,2.87,1.31,124.167,0.00 (0.00%),2024-12-19 23:04:15
275,PSB,Philippine Savings Bank,58.1,58.2,61.7,51.5,7.235,3.00 (5.16%),2024-12-19 23:04:15
276,PSE,"The Philippine Stock Exchange, Inc",164.0,164.1,204.0,163.1,19.688,10.00 (6.10%),2024-12-19 23:04:15
277,PTC,Philippine Trust Company,95.0,95.0,120.0,85.0,121.795,,2024-12-19 23:04:15
278,PX,Philex Mining Corporation,2.76,2.82,3.51,2.51,22.439,0.02 (0.72%),2024-12-19 23:04:15
279,PXP,PXP Energy Corporation,2.97,3.0,6.2,2.66,10.607,,2024-12-19 23:04:15
280,RCB,Rizal Commercial Banking Corp.,24.0,24.0,27.85,20.65,8.633,1.08 (4.50%),2024-12-19 23:04:15
281,RCI,"Roxas and Company, Inc.",2.8,2.82,4.58,0.415,25.455,,2024-12-19 23:04:15
282,RCR,,5.75,5.7,6.29,4.67,,,2024-12-19 23:04:15
283,REDC,,5.12,5.15,7.88,5.0,,,2024-12-19 23:04:15
284,REG,Republic Glass Holdings Corp.,3.8,3.8,3.84,2.54,31.667,0.03 (0.79%),2024-12-19 23:04:15
285,RFM,RFM Corporation,3.82,3.8,4.05,2.88,10.611,0.25 (6.54%),2024-12-19 23:04:15
286,RLC,Robinsons Land Corporation,12.98,13.24,17.1,12.9,7.772,0.52 (4.01%),2024-12-19 23:04:15
287,RLT,Philippine Realty and Holdings Corp.,0.129,0.129,0.18,0.12,1.29,,2024-12-19 23:04:15
288,ROCK,Rockwell Land Corporation,1.48,1.51,1.65,1.33,3.064,0.08 (5.41%),2024-12-19 23:04:15
289,ROX,"Roxas Holdings, Inc.",1.45,1.45,1.45,0.5,18.125,,2024-12-19 23:04:15
290,RRHI,"Robinsons Retail Holdings, Inc.",35.0,35.8,41.6,34.6,,4.00 (11.43%),2024-12-19 23:04:15
291,SBS,SBS Philippines Corporation,3.53,3.53,4.85,3.2,,,2024-12-19 23:04:15
292,SCC,Semirara Mining and Power Corporation,32.85,33.0,35.6,28.1,14.408,7.00 (21.31%),2024-12-19 23:04:15
293,SECB,Security Bank Corporation,85.95,87.5,99.3,60.0,6.414,3.00 (3.49%),2024-12-19 23:04:15
294,SEVN,Philippine Seven Corporation,69.5,69.75,80.0,37.0,36.387,,2024-12-19 23:04:15
295,SFI,"Swift Foods, Inc.",0.055,0.056,0.087,0.049,1.096,,2024-12-19 23:04:15
296,SFIP,"Swift Foods, Inc. Conv. Pref.",1.74,1.74,1.8,1.68,,,2024-12-19 23:04:15
297,SGI,"Solid Group, Inc.",1.03,1.03,1.09,0.77,8.583,0.06 (5.83%),2024-12-19 23:04:15
298,SGP,"Synergy Grid and Dev't Phils., Inc.",9.95,9.85,10.84,6.25,248.75,0.35 (3.52%),2024-12-19 23:04:15
299,SHLPH,Pilipinas Shell Petroleum Corporation,7.68,7.66,11.86,7.21,,,2024-12-19 23:04:15
300,SHNG,"Shang Properties, Inc.",3.88,3.9,4.2,3.42,6.807,0.29 (7.47%),2024-12-19 23:04:15
301,SLF,"Sun Life Financial, Inc.",3400.0,3400.0,3750.0,2500.0,19.704,3.75 (0.11%),2024-12-19 23:04:15
302,SLI,"Sta. Lucia Land, Inc.",2.89,2.89,3.5,2.44,13.762,0.04 (1.38%),2024-12-19 23:04:15
303,SM,SM Investments Corporation,877.0,891.0,1010.0,806.0,23.703,7.50 (0.86%),2024-12-19 23:04:15
304,SMC,San Miguel Corporation,87.4,87.5,124.7,84.35,14.739,1.40 (1.60%),2024-12-19 23:04:15
305,SMC2A,San Miguel Corporation Series 2-A Pref.,74.0,74.0,76.9,74.0,,,2024-12-19 23:04:15
306,SMC2B,San Miguel Corporation Series 2-B Pref.,76.05,76.05,77.5,73.15,,,2024-12-19 23:04:15
307,SMC2C,San Miguel Corporation Series 2-C Pref.,76.35,76.35,80.9,75.9,,,2024-12-19 23:04:15
308,SMC2D,San Miguel Corporation Series 2-D Pref.,75.3,75.3,76.15,73.0,,,2024-12-19 23:04:15
309,SMC2E,San Miguel Corporation Series 2-E Pref.,76.55,76.55,78.0,75.2,,,2024-12-19 23:04:15
310,SMC2F,San Miguel Corporation Series 2-F Pref.,73.2,73.2,74.0,71.5,,6.38 (8.72%),2024-12-19 23:04:15
311,SMC2G,San Miguel Corporation Series 2-G Pref.,76.7,76.7,77.85,73.0,,,2024-12-19 23:04:15
312,SMC2H,San Miguel Corporation Series 2-H Pref.,75.0,75.0,77.4,73.8,,,2024-12-19 23:04:15
313,SMC2I,San Miguel Corporation Series 2-I Pref.,70.7,73.0,73.8,69.5,,5.94 (8.40%),2024-12-19 23:04:15
314,SMC2J,,71.9,71.9,73.9,65.05,,,2024-12-19 23:04:15
315,SMC2K,,71.5,71.5,75.0,65.0,,,2024-12-19 23:04:15
316,SMC2L,,78.4,78.4,79.0,75.0,,,2024-12-19 23:04:15
317,SMC2N,,79.0,78.5,81.0,76.0,,,2024-12-19 23:04:15
318,SMC2O,,82.4,82.45,82.45,76.0,,,2024-12-19 23:04:15
319,SMCP1,San Miguel Corporation Series 1 Pref.,75.5,75.5,80.0,73.0,,,2024-12-19 23:04:15
320,SMPH,"SM Prime Holdings, Inc.",24.9,25.1,35.4,24.25,18.864,0.24 (0.96%),2024-12-19 23:04:15
321,SOC,"SOCResources, Inc.",0.2,0.2,0.41,0.2,22.989,,2024-12-19 23:04:15
322,SPC,SPC Power Corporation,9.0,9.02,9.75,6.75,7.563,0.20 (2.22%),2024-12-19 23:04:15
323,SPM,Seafront Resources Corporation,1.9,1.9,2.0,1.02,9.552,,2024-12-19 23:04:15
324,SPNEC,,1.02,1.03,1.4,0.89,,,2024-12-19 23:04:15
325,SRDC,Supercity Realty Development Corporation,0.8,0.8,0.8,0.8,,,2024-12-19 23:04:15
326,SSI,"SSI Group, Inc.",3.01,3.01,4.49,2.16,,0.11 (3.65%),2024-12-19 23:04:15
327,STI,"STI Education Systems Holdings, Inc.",1.29,1.29,1.38,0.455,21.50,0.02 (1.55%),2024-12-19 23:04:15
328,STR,"Vistamalls, Inc.",1.64,1.52,2.41,1.44,5.256,0.03 (1.83%),2024-12-19 23:04:15
329,SUN,"Suntrust Home Developers, Inc.",0.85,0.86,1.03,0.73,18.478,,2024-12-19 23:04:15
330,T,TKC Metals Corporation,0.305,0.305,0.5,0.305,-0.61,,2024-12-19 23:04:15
331,TBGI,Transpacific Broadband Group Int'l. Inc.,0.138,0.135,0.16,0.121,690.00,,2024-12-19 23:04:15
332,TCB2A,,0.56,0.65,0.77,0.47,,,2024-12-19 23:04:15
333,TCB2B,,0.69,0.69,0.8,0.53,,,2024-12-19 23:04:15
334,TCB2C,,47.0,47.05,49.9,35.25,,,2024-12-19 23:04:15
335,TCB2D,,44.2,46.15,51.9,37.5,,,2024-12-19 23:04:15
336,TECH,Cirtek Holdings Philippines Corporation,1.28,1.27,1.97,1.24,2.247,,2024-12-19 23:04:15
337,TEL,"PLDT, Inc.",1270.0,1273.0,1624.0,1245.0,12.215,108.00 (8.50%),2024-12-19 23:04:15
338,TFC,PTFC Redevelopment Corporation,35.0,45.0,49.0,20.15,13.78,,2024-12-19 23:04:15
339,TFHI,"Top Frontier Investment Holdings, Inc.",62.2,62.1,103.9,60.0,,,2024-12-19 23:04:15
340,TUGS,"Harbor Star Shipping Services, Inc.",0.64,0.65,0.89,0.55,,,2024-12-19 23:04:15
341,UBP,Union Bank of the Philippines,35.25,35.85,49.29,32.45,3.06,2.00 (5.67%),2024-12-19 23:04:15
342,UPM,United Paragon Mining Corporation,0.0031,0.0031,0.0047,0.0028,-15.50,,2024-12-19 23:04:15
343,UPSON,,0.69,0.7,1.75,0.65,,,2024-12-19 23:04:15
344,URC,Universal Robina Corporation,75.9,76.5,124.4,74.2,17.133,5.74 (7.56%),2024-12-19 23:04:15
345,V,"Vantage Equities, Inc.",0.69,0.79,0.96,0.68,4.291,,2024-12-19 23:04:15
346,VITA,Vitarich Corporation,0.55,0.55,0.8,0.42,13.75,,2024-12-19 23:04:15
347,VLL,"Vista Land and Lifescapes, Inc.",1.49,1.48,1.85,1.41,1.676,0.06 (4.03%),2024-12-19 23:04:15
348,VLL2A,,99.0,99.0,102.9,99.0,,,2024-12-19 23:04:15
349,VLL2B,,101.4,101.4,103.5,100.0,,,2024-12-19 23:04:15
350,VMC,"Victorias Milling Company, Inc.",2.05,2.03,2.27,1.05,6.613,,2024-12-19 23:04:15
351,VREIT,,1.85,1.88,1.93,1.66,,,2024-12-19 23:04:15
352,VVT,Vivant Corporation,19.0,19.0,20.0,11.28,8.315,,2024-12-19 23:04:15
353,WEB,Philweb Corporation,1.38,1.38,2.25,1.37,1.86,,2024-12-19 23:04:15
354,WIN,"Wellex Industries, Inc.",0.212,0.212,0.29,0.202,-23.556,,2024-12-19 23:04:15
355,WLCON,"Wilcon Depot, Inc.",12.98,13.0,24.8,12.8,,0.37 (2.85%),2024-12-19 23:04:15
356,WPI,"Waterfront Philippines, Inc.",0.375,0.375,0.45,0.35,2.329,,2024-12-19 23:04:15
357,X,Xurpas Inc.,0.159,0.16,0.305,0.152,,,2024-12-19 23:04:15
358,XG,,2.38,2.27,2.45,1.7,,,2024-12-19 23:04:15
359,ZHI,"Zeus Holdings, Inc.",0.072,0.072,0.119,0.062,-300.00,,2024-12-19 23:04:15
